sample	paired	tissue	subtissue	origin	body_location
SRS625537	y	Adrenal.Gland	AdrenalGland	AdrenalGland	Body
SRS625590	y	Brain	Brain-Putamenbasalganglia	Brain-Putamenbasalganglia	Brain
SRS625591	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS625611	y	Nerve	Nerve-Tibial	Nerve-Tibial	Body
SRS625613	y	Brain	Brain-Spinalcordcervicalc-1	Brain-Spinalcordcervicalc-1	Brain
SRS625618	y	Adrenal.Gland	AdrenalGland	AdrenalGland	Body
SRS625628	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS625634	y	Heart	Heart-LeftVentricle	Heart-LeftVentricle	Body
SRS625635	y	Brain	Brain-Amygdala	Brain-Amygdala	Brain
SRS625650	y	Pancreas	Pancreas	Pancreas	Body
SRS625684	y	Brain	Brain-Nucleusaccumbensbasalganglia	Brain-Nucleusaccumbensbasalganglia	Brain
SRS625687	y	Brain	Brain-Hippocampus	Brain-Hippocampus	Brain
SRS625703	y	Brain	Brain-Hippocampus	Brain-Hippocampus	Brain
SRS625706	y	Brain	Brain-Spinalcordcervicalc-1	Brain-Spinalcordcervicalc-1	Brain
SRS625715	y	Brain	Brain-Spinalcordcervicalc-1	Brain-Spinalcordcervicalc-1	Brain
SRS625733	y	Pancreas	Pancreas	Pancreas	Body
SRS625734	y	Skin	Skin-SunExposedLowerleg	Skin-SunExposedLowerleg	Body
SRS626177	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS626182	y	Blood.Vessel	Artery-Tibial	Artery-Tibial	Body
SRS626190	y	Kidney	Kidney-Cortex	Kidney-Cortex	Body
SRS626193	y	Skin	Skin-SunExposedLowerleg	Skin-SunExposedLowerleg	Body
SRS626195	y	Esophagus	Esophagus-Muscularis	Esophagus-Muscularis	Body
SRS626215	y	Pancreas	Pancreas	Pancreas	Body
SRS626224	y	Brain	Brain-FrontalCortexBA9	Brain-FrontalCortexBA9	Brain
SRS626248	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS626265	y	Heart	Heart-LeftVentricle	Heart-LeftVentricle	Body
SRS626270	y	Pituitary	Pituitary	Pituitary	Body
SRS626619	y	Blood.Vessel	Artery-Coronary	Artery-Coronary	Body
SRS626623	y	Blood.Vessel	Artery-Coronary	Artery-Coronary	Body
SRS626838	y	Brain	Brain-Cortex	Brain-Cortex	Brain
SRS626848	y	Kidney	Kidney-Cortex	Kidney-Cortex	Body
SRS627044	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS627074	y	Pancreas	Pancreas	Pancreas	Body
SRS627077	y	Heart	Heart-LeftVentricle	Heart-LeftVentricle	Body
SRS627093	y	Brain	Brain-Cortex	Brain-Cortex	Brain
SRS627099	y	Brain	Brain-Putamenbasalganglia	Brain-Putamenbasalganglia	Brain
SRS627113	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS627133	y	Blood.Vessel	Artery-Aorta	Artery-Aorta	Body
SRS627140	y	Nerve	Nerve-Tibial	Nerve-Tibial	Body
SRS627143	y	Adrenal.Gland	AdrenalGland	AdrenalGland	Body
SRS627156	y	Skin	Skin-NotSunExposedSuprapubic	Skin-NotSunExposedSuprapubic	Body
SRS627162	y	Brain	Brain-Cortex	Brain-Cortex	Brain
SRS627163	y	Blood.Vessel	Artery-Aorta	Artery-Aorta	Body
SRS627185	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS627186	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS627187	y	Blood	Cells-EBV-transformedlymphocytes	Cells-EBV-transformedlymphocytes	Body
SRS627188	y	Brain	Brain-Amygdala	Brain-Amygdala	Brain
SRS627210	y	Skin	Skin-SunExposedLowerleg	Skin-SunExposedLowerleg	Body
SRS627303	y	Spleen	Spleen	Spleen	Body
SRS627356	y	Blood	WholeBlood	WholeBlood	Body
SRS627436	y	Nerve	Nerve-Tibial	Nerve-Tibial	Body
SRS627440	y	Skin	Skin-SunExposedLowerleg	Skin-SunExposedLowerleg	Body
SRS627441	y	Brain	Brain-Cerebellum	Brain-Cerebellum	Brain
SRS627444	y	Brain	Brain-FrontalCortexBA9	Brain-FrontalCortexBA9	Brain
SRS627446	y	Skin	Skin-NotSunExposedSuprapubic	Skin-NotSunExposedSuprapubic	Body
SRS627516	y	Spleen	Spleen	Spleen	Body
SRS627528	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS627581	y	Brain	Brain-Spinalcordcervicalc-1	Brain-Spinalcordcervicalc-1	Brain
SRS627694	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS627704	y	Muscle	Muscle-Skeletal	Muscle-Skeletal	Body
SRS627713	y	Thyroid	Thyroid	Thyroid	Body
SRS627726	y	Brain	Brain-AnteriorcingulatecortexBA24	Brain-AnteriorcingulatecortexBA24	Brain
SRS627747	y	Adipose.Tissue	Adipose-Subcutaneous	Adipose-Subcutaneous	Body
SRS627758	y	Colon	Colon-Transverse	Colon-Transverse	Body
SRS627760	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS627763	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS627774	y	Brain	Brain-Amygdala	Brain-Amygdala	Brain
SRS627803	y	Breast	Breast-MammaryTissue	Breast-MammaryTissue	Body
SRS627818	y	Brain	Brain-Putamenbasalganglia	Brain-Putamenbasalganglia	Brain
SRS627823	y	Brain	Brain-Cortex	Brain-Cortex	Brain
SRS627829	y	Pancreas	Pancreas	Pancreas	Body
SRS627856	y	Liver	Liver	Liver	Body
SRS627875	y	Kidney	Kidney-Cortex	Kidney-Cortex	Body
SRS627877	y	Brain	Brain-Nucleusaccumbensbasalganglia	Brain-Nucleusaccumbensbasalganglia	Brain
SRS627882	y	Blood	Cells-EBV-transformedlymphocytes	Cells-EBV-transformedlymphocytes	Body
SRS627884	y	Stomach	Stomach	Stomach	Body
SRS627901	y	Brain	Brain-Amygdala	Brain-Amygdala	Brain
SRS627922	y	Heart	Heart-LeftVentricle	Heart-LeftVentricle	Body
SRS627930	y	Pancreas	Pancreas	Pancreas	Body
SRS627935	y	Colon	Colon-Transverse	Colon-Transverse	Body
SRS627948	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS627954	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS628353	y	Pituitary	Pituitary	Pituitary	Body
SRS628401	y	Pituitary	Pituitary	Pituitary	Body
SRS628409	y	Brain	Brain-Spinalcordcervicalc-1	Brain-Spinalcordcervicalc-1	Brain
SRS628417	y	Spleen	Spleen	Spleen	Body
SRS628418	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS628419	y	Thyroid	Thyroid	Thyroid	Body
SRS628425	y	Esophagus	Esophagus-Mucosa	Esophagus-Mucosa	Body
SRS628429	y	Blood	Cells-EBV-transformedlymphocytes	Cells-EBV-transformedlymphocytes	Body
SRS628435	y	Liver	Liver	Liver	Body
SRS628791	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS629221	y	Liver	Liver	Liver	Body
SRS629229	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS629270	y	Brain	Brain-Hypothalamus	Brain-Hypothalamus	Brain
SRS629287	y	Brain	Brain-Cerebellum	Brain-Cerebellum	Brain
SRS629306	y	Brain	Brain-Hippocampus	Brain-Hippocampus	Brain
SRS629405	y	Brain	Brain-Hypothalamus	Brain-Hypothalamus	Brain
SRS629424	y	Liver	Liver	Liver	Body
SRS629430	y	Blood	Cells-EBV-transformedlymphocytes	Cells-EBV-transformedlymphocytes	Body
SRS629464	y	Blood.Vessel	Artery-Aorta	Artery-Aorta	Body
SRS629483	y	Blood.Vessel	Artery-Coronary	Artery-Coronary	Body
SRS629512	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS629513	y	Pituitary	Pituitary	Pituitary	Body
SRS629554	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS629567	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS629601	y	Brain	Brain-Hypothalamus	Brain-Hypothalamus	Brain
SRS629617	y	Blood.Vessel	Artery-Aorta	Artery-Aorta	Body
SRS629619	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS629621	y	Brain	Brain-FrontalCortexBA9	Brain-FrontalCortexBA9	Brain
SRS629632	y	Brain	Brain-Hippocampus	Brain-Hippocampus	Brain
SRS629719	y	Esophagus	Esophagus-Mucosa	Esophagus-Mucosa	Body
SRS629760	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS629766	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS629767	y	Pituitary	Pituitary	Pituitary	Body
SRS629778	y	Breast	Breast-MammaryTissue	Breast-MammaryTissue	Body
SRS629800	y	Adrenal.Gland	AdrenalGland	AdrenalGland	Body
SRS629822	y	Esophagus	Esophagus-Mucosa	Esophagus-Mucosa	Body
SRS629834	y	Skin	Skin-SunExposedLowerleg	Skin-SunExposedLowerleg	Body
SRS629841	y	Brain	Brain-Caudatebasalganglia	Brain-Caudatebasalganglia	Brain
SRS629859	y	Brain	Brain-Putamenbasalganglia	Brain-Putamenbasalganglia	Brain
SRS629865	y	Esophagus	Esophagus-Muscularis	Esophagus-Muscularis	Body
SRS629883	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS629896	y	Skin	Skin-NotSunExposedSuprapubic	Skin-NotSunExposedSuprapubic	Body
SRS629937	y	Brain	Brain-FrontalCortexBA9	Brain-FrontalCortexBA9	Brain
SRS629954	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS629961	y	Brain	Brain-FrontalCortexBA9	Brain-FrontalCortexBA9	Brain
SRS629970	y	Brain	Brain-Substantianigra	Brain-Substantianigra	Brain
SRS630006	y	Blood.Vessel	Artery-Tibial	Artery-Tibial	Body
SRS630049	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS630080	y	Brain	Brain-Caudatebasalganglia	Brain-Caudatebasalganglia	Brain
SRS630092	y	Brain	Brain-Hippocampus	Brain-Hippocampus	Brain
SRS630100	y	Brain	Brain-Spinalcordcervicalc-1	Brain-Spinalcordcervicalc-1	Brain
SRS630103	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS630104	y	Blood.Vessel	Artery-Coronary	Artery-Coronary	Body
SRS630105	y	Brain	Brain-Hippocampus	Brain-Hippocampus	Brain
SRS630563	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS631250	y	Thyroid	Thyroid	Thyroid	Body
SRS631255	y	Pancreas	Pancreas	Pancreas	Body
SRS631256	y	Lung	Lung	Lung	Body
SRS631273	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS631277	y	Pancreas	Pancreas	Pancreas	Body
SRS631281	y	Lung	Lung	Lung	Body
SRS631293	y	Skin	Skin-NotSunExposedSuprapubic	Skin-NotSunExposedSuprapubic	Body
SRS631296	y	Brain	Brain-Nucleusaccumbensbasalganglia	Brain-Nucleusaccumbensbasalganglia	Brain
SRS631314	y	Pituitary	Pituitary	Pituitary	Body
SRS631329	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS631427	y	Brain	Brain-Cerebellum	Brain-Cerebellum	Brain
SRS631483	y	Brain	Brain-Spinalcordcervicalc-1	Brain-Spinalcordcervicalc-1	Brain
SRS631486	y	Brain	Brain-Spinalcordcervicalc-1	Brain-Spinalcordcervicalc-1	Brain
SRS631487	y	Esophagus	Esophagus-Muscularis	Esophagus-Muscularis	Body
SRS631769	y	Brain	Brain-Caudatebasalganglia	Brain-Caudatebasalganglia	Brain
SRS631786	y	Muscle	Muscle-Skeletal	Muscle-Skeletal	Body
SRS633738	y	Brain	Brain-Putamenbasalganglia	Brain-Putamenbasalganglia	Brain
SRS633740	y	Skin	Skin-NotSunExposedSuprapubic	Skin-NotSunExposedSuprapubic	Body
SRS633744	y	Brain	Brain-Cerebellum	Brain-Cerebellum	Brain
SRS633791	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS634131	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS634141	y	Brain	Brain-Nucleusaccumbensbasalganglia	Brain-Nucleusaccumbensbasalganglia	Brain
SRS634153	y	Liver	Liver	Liver	Body
SRS634305	y	Kidney	Kidney-Cortex	Kidney-Cortex	Body
SRS634307	y	Skin	Cells-Transformedfibroblasts	Cells-Transformedfibroblasts	Body
SRS634352	y	Brain	Brain-Cerebellum	Brain-Cerebellum	Brain
SRS634360	y	Brain	Brain-Hippocampus	Brain-Hippocampus	Brain
SRS634545	y	Breast	Breast-MammaryTissue	Breast-MammaryTissue	Body
SRS634570	y	Thyroid	Thyroid	Thyroid	Body
SRS634783	y	Breast	Breast-MammaryTissue	Breast-MammaryTissue	Body
SRS634793	y	Brain	Brain-Hippocampus	Brain-Hippocampus	Brain
SRS634798	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS634805	y	Kidney	Kidney-Cortex	Kidney-Cortex	Body
SRS634857	y	Nerve	Nerve-Tibial	Nerve-Tibial	Body
SRS635161	y	Brain	Brain-Cortex	Brain-Cortex	Brain
SRS635175	y	Brain	Brain-AnteriorcingulatecortexBA24	Brain-AnteriorcingulatecortexBA24	Brain
SRS635176	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS635315	y	Brain	Brain-Cerebellum	Brain-Cerebellum	Brain
SRS635356	y	Blood.Vessel	Artery-Coronary	Artery-Coronary	Body
SRS635380	y	Brain	Brain-Cerebellum	Brain-Cerebellum	Brain
SRS635401	y	Heart	Heart-LeftVentricle	Heart-LeftVentricle	Body
SRS635406	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS636058	y	Skin	Skin-NotSunExposedSuprapubic	Skin-NotSunExposedSuprapubic	Body
SRS636071	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS636073	y	Blood.Vessel	Artery-Aorta	Artery-Aorta	Body
SRS636078	y	Brain	Brain-FrontalCortexBA9	Brain-FrontalCortexBA9	Brain
SRS636088	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS636149	y	Colon	Colon-Transverse	Colon-Transverse	Body
SRS636235	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS636254	y	Brain	Brain-Hypothalamus	Brain-Hypothalamus	Brain
SRS636338	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS636345	y	Pituitary	Pituitary	Pituitary	Body
SRS636364	y	Brain	Brain-Hippocampus	Brain-Hippocampus	Brain
SRS636575	y	Brain	Brain-Cortex	Brain-Cortex	Brain
SRS636687	y	Adrenal.Gland	AdrenalGland	AdrenalGland	Body
SRS636708	y	Blood.Vessel	Artery-Coronary	Artery-Coronary	Body
SRS637031	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS637275	y	Brain	Brain-Amygdala	Brain-Amygdala	Brain
SRS637287	y	Brain	Brain-Hypothalamus	Brain-Hypothalamus	Brain
SRS637298	y	Brain	Brain-Cerebellum	Brain-Cerebellum	Brain
SRS637636	y	Spleen	Spleen	Spleen	Body
SRS637655	y	Brain	Brain-Spinalcordcervicalc-1	Brain-Spinalcordcervicalc-1	Brain
SRS637677	y	Brain	Brain-Nucleusaccumbensbasalganglia	Brain-Nucleusaccumbensbasalganglia	Brain
SRS637717	y	Brain	Brain-AnteriorcingulatecortexBA24	Brain-AnteriorcingulatecortexBA24	Brain
SRS637734	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS637736	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS637805	y	Brain	Brain-Cerebellum	Brain-Cerebellum	Brain
SRS637813	y	Stomach	Stomach	Stomach	Body
SRS637817	y	Stomach	Stomach	Stomach	Body
SRS637847	y	Blood.Vessel	Artery-Tibial	Artery-Tibial	Body
SRS637867	y	Brain	Brain-Putamenbasalganglia	Brain-Putamenbasalganglia	Brain
SRS637875	y	Skin	Cells-Transformedfibroblasts	Cells-Transformedfibroblasts	Body
SRS637877	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS637899	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS638031	y	Liver	Liver	Liver	Body
SRS638064	y	Brain	Brain-Cerebellum	Brain-Cerebellum	Brain
SRS638066	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS638073	y	Stomach	Stomach	Stomach	Body
SRS638077	y	Stomach	Stomach	Stomach	Body
SRS638120	y	Liver	Liver	Liver	Body
SRS638135	y	Pituitary	Pituitary	Pituitary	Body
SRS638174	y	Skin	Skin-SunExposedLowerleg	Skin-SunExposedLowerleg	Body
SRS638175	y	Muscle	Muscle-Skeletal	Muscle-Skeletal	Body
SRS638182	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS638190	y	Thyroid	Thyroid	Thyroid	Body
SRS638206	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS638235	y	Skin	Skin-NotSunExposedSuprapubic	Skin-NotSunExposedSuprapubic	Body
SRS638243	y	Brain	Brain-Amygdala	Brain-Amygdala	Brain
SRS638246	y	Adrenal.Gland	AdrenalGland	AdrenalGland	Body
SRS638248	y	Adipose.Tissue	Adipose-Subcutaneous	Adipose-Subcutaneous	Body
SRS638259	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS638304	y	Brain	Brain-Putamenbasalganglia	Brain-Putamenbasalganglia	Brain
SRS638314	y	Muscle	Muscle-Skeletal	Muscle-Skeletal	Body
SRS638317	y	Muscle	Muscle-Skeletal	Muscle-Skeletal	Body
SRS638384	y	Brain	Brain-Putamenbasalganglia	Brain-Putamenbasalganglia	Brain
SRS638410	y	Adipose.Tissue	Adipose-Subcutaneous	Adipose-Subcutaneous	Body
SRS638540	y	Colon	Colon-Transverse	Colon-Transverse	Body
SRS638551	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS638559	y	Brain	Brain-Caudatebasalganglia	Brain-Caudatebasalganglia	Brain
SRS638569	y	Thyroid	Thyroid	Thyroid	Body
SRS639143	y	Liver	Liver	Liver	Body
SRS639170	y	Skin	Cells-Transformedfibroblasts	Cells-Transformedfibroblasts	Body
SRS639178	y	Brain	Brain-Caudatebasalganglia	Brain-Caudatebasalganglia	Brain
SRS639185	y	Brain	Brain-Spinalcordcervicalc-1	Brain-Spinalcordcervicalc-1	Brain
SRS639196	y	Brain	Brain-Substantianigra	Brain-Substantianigra	Brain
SRS639197	y	Pituitary	Pituitary	Pituitary	Body
SRS639242	y	Brain	Brain-Nucleusaccumbensbasalganglia	Brain-Nucleusaccumbensbasalganglia	Brain
SRS639244	y	Pituitary	Pituitary	Pituitary	Body
SRS639246	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS639257	y	Skin	Skin-SunExposedLowerleg	Skin-SunExposedLowerleg	Body
SRS639274	y	Blood.Vessel	Artery-Aorta	Artery-Aorta	Body
SRS639292	y	Brain	Brain-Amygdala	Brain-Amygdala	Brain
SRS639297	y	Pancreas	Pancreas	Pancreas	Body
SRS639298	y	Spleen	Spleen	Spleen	Body
SRS639318	y	Pancreas	Pancreas	Pancreas	Body
SRS639324	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS639349	y	Adrenal.Gland	AdrenalGland	AdrenalGland	Body
SRS639350	y	Brain	Brain-AnteriorcingulatecortexBA24	Brain-AnteriorcingulatecortexBA24	Brain
SRS639352	y	Brain	Brain-Cortex	Brain-Cortex	Brain
SRS639375	y	Lung	Lung	Lung	Body
SRS639392	y	Breast	Breast-MammaryTissue	Breast-MammaryTissue	Body
SRS639403	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS639412	y	Spleen	Spleen	Spleen	Body
SRS639421	y	Nerve	Nerve-Tibial	Nerve-Tibial	Body
SRS639425	y	Esophagus	Esophagus-Mucosa	Esophagus-Mucosa	Body
SRS639435	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS639449	y	Brain	Brain-Caudatebasalganglia	Brain-Caudatebasalganglia	Brain
SRS639459	y	Brain	Brain-Substantianigra	Brain-Substantianigra	Brain
SRS639517	y	Colon	Colon-Transverse	Colon-Transverse	Body
SRS639540	y	Brain	Brain-Cerebellum	Brain-Cerebellum	Brain
SRS639544	y	Brain	Brain-AnteriorcingulatecortexBA24	Brain-AnteriorcingulatecortexBA24	Brain
SRS639562	y	Brain	Brain-AnteriorcingulatecortexBA24	Brain-AnteriorcingulatecortexBA24	Brain
SRS643831	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS643832	y	Pituitary	Pituitary	Pituitary	Body
SRS643836	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS643854	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS643902	y	Pituitary	Pituitary	Pituitary	Body
SRS643903	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS643923	y	Skin	Cells-Transformedfibroblasts	Cells-Transformedfibroblasts	Body
SRS643925	y	Skin	Skin-NotSunExposedSuprapubic	Skin-NotSunExposedSuprapubic	Body
SRS643932	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS643968	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS643981	y	Kidney	Kidney-Cortex	Kidney-Cortex	Body
SRS643984	y	Adrenal.Gland	AdrenalGland	AdrenalGland	Body
SRS643989	y	Brain	Brain-Hypothalamus	Brain-Hypothalamus	Brain
SRS644001	y	Kidney	Kidney-Cortex	Kidney-Cortex	Body
SRS644018	y	Brain	Brain-AnteriorcingulatecortexBA24	Brain-AnteriorcingulatecortexBA24	Brain
SRS644028	y	Brain	Brain-Cerebellum	Brain-Cerebellum	Brain
SRS644036	y	Nerve	Nerve-Tibial	Nerve-Tibial	Body
SRS644043	y	Brain	Brain-Cortex	Brain-Cortex	Brain
SRS644067	y	Brain	Brain-AnteriorcingulatecortexBA24	Brain-AnteriorcingulatecortexBA24	Brain
SRS644076	y	Lung	Lung	Lung	Body
SRS644110	y	Esophagus	Esophagus-Mucosa	Esophagus-Mucosa	Body
SRS644119	y	Brain	Brain-Hypothalamus	Brain-Hypothalamus	Brain
SRS644126	y	Skin	Cells-Transformedfibroblasts	Cells-Transformedfibroblasts	Body
SRS644128	y	Kidney	Kidney-Cortex	Kidney-Cortex	Body
SRS644129	y	Brain	Brain-Substantianigra	Brain-Substantianigra	Brain
SRS644141	y	Blood.Vessel	Artery-Coronary	Artery-Coronary	Body
SRS644155	y	Liver	Liver	Liver	Body
SRS644167	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS644178	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS644189	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS644195	y	Breast	Breast-MammaryTissue	Breast-MammaryTissue	Body
SRS644205	y	Kidney	Kidney-Cortex	Kidney-Cortex	Body
SRS644207	y	Lung	Lung	Lung	Body
SRS644214	y	Esophagus	Esophagus-Muscularis	Esophagus-Muscularis	Body
SRS644385	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS644392	y	Blood.Vessel	Artery-Aorta	Artery-Aorta	Body
SRS644407	y	Brain	Brain-Caudatebasalganglia	Brain-Caudatebasalganglia	Brain
SRS644414	y	Liver	Liver	Liver	Body
SRS644428	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS644431	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS644438	y	Brain	Brain-FrontalCortexBA9	Brain-FrontalCortexBA9	Brain
SRS644442	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS644450	y	Esophagus	Esophagus-Muscularis	Esophagus-Muscularis	Body
SRS644454	y	Blood.Vessel	Artery-Aorta	Artery-Aorta	Body
SRS644457	y	Spleen	Spleen	Spleen	Body
SRS644472	y	Heart	Heart-LeftVentricle	Heart-LeftVentricle	Body
SRS644486	y	Skin	Skin-NotSunExposedSuprapubic	Skin-NotSunExposedSuprapubic	Body
SRS644504	y	Esophagus	Esophagus-Muscularis	Esophagus-Muscularis	Body
SRS644506	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS644515	y	Blood.Vessel	Artery-Aorta	Artery-Aorta	Body
SRS644516	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS644521	y	Lung	Lung	Lung	Body
SRS644524	y	Blood.Vessel	Artery-Coronary	Artery-Coronary	Body
SRS644544	y	Breast	Breast-MammaryTissue	Breast-MammaryTissue	Body
SRS644547	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS644560	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS644577	y	Brain	Brain-Nucleusaccumbensbasalganglia	Brain-Nucleusaccumbensbasalganglia	Brain
SRS644580	y	Skin	Skin-NotSunExposedSuprapubic	Skin-NotSunExposedSuprapubic	Body
SRS644584	y	Brain	Brain-Nucleusaccumbensbasalganglia	Brain-Nucleusaccumbensbasalganglia	Brain
SRS644595	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS644621	y	Brain	Brain-Nucleusaccumbensbasalganglia	Brain-Nucleusaccumbensbasalganglia	Brain
SRS644628	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS644631	y	Skin	Skin-SunExposedLowerleg	Skin-SunExposedLowerleg	Body
SRS644636	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS644639	y	Brain	Brain-Caudatebasalganglia	Brain-Caudatebasalganglia	Brain
SRS644644	y	Brain	Brain-Putamenbasalganglia	Brain-Putamenbasalganglia	Brain
SRS644652	y	Brain	Brain-Spinalcordcervicalc-1	Brain-Spinalcordcervicalc-1	Brain
SRS644653	y	Brain	Brain-Nucleusaccumbensbasalganglia	Brain-Nucleusaccumbensbasalganglia	Brain
SRS644670	y	Brain	Brain-Hypothalamus	Brain-Hypothalamus	Brain
SRS644697	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS644699	y	Esophagus	Esophagus-Mucosa	Esophagus-Mucosa	Body
SRS644721	y	Stomach	Stomach	Stomach	Body
SRS644733	y	Brain	Brain-AnteriorcingulatecortexBA24	Brain-AnteriorcingulatecortexBA24	Brain
SRS644763	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS644764	y	Blood	Cells-EBV-transformedlymphocytes	Cells-EBV-transformedlymphocytes	Body
SRS644771	y	Nerve	Nerve-Tibial	Nerve-Tibial	Body
SRS644777	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
